agent,sub,episode,opponent,opp_final_rating,opp_archetype,opp_major,win,seat,steps
Ogerpon,55565273,102281174,SQUIRTLE (prime),1042.5,Dragapult,Dragapult,0,0,160
Ogerpon,55565273,102272192,hitoy,577.9,Lucario,Lucario,1,0,156
Ogerpon,55565273,102260657,A. R. SEKKAT,871.8,Grimmsnarl+Froslass,Grimmsnarl,1,0,178
Ogerpon,55565273,102256421,ZZDirty,873.7,Alakazam,Alakazam,1,1,177
Ogerpon,55565273,102244876,Scrafty,830.2,Ogerpon,Ogerpon,0,0,127
Ogerpon,55565273,102233297,Funky,999.2,Dragapult,Dragapult,1,0,50
Ogerpon,55565273,102228959,cher112,836.4,Grimmsnarl+Froslass,Grimmsnarl,1,1,192
Ogerpon,55565273,102217352,Nghia Tran + ketchum alt,956.8,Ogerpon,Ogerpon,0,0,140
Ogerpon,55565273,102213581,"Pikachu, I choose you!",986.5,Grimmsnarl+Froslass,Grimmsnarl,1,0,178
Ogerpon,55565273,102212811,Hirotaka Sugawara,833.6,Grimmsnarl+Froslass,Grimmsnarl,1,1,149
Ogerpon,55565273,102212834,msd0110,962.1,Alakazam,Alakazam,0,1,103
Ogerpon,55565273,102200834,onick_man,910.7,Grimmsnarl+Froslass,Grimmsnarl,1,1,153
Ogerpon,55565273,102189174,Can,945.9,Alakazam,Alakazam,1,1,166
Ogerpon,55565273,102177058,alexstatyg,,Grimmsnarl+Froslass,Grimmsnarl,1,0,171
Ogerpon,55565273,102165060,Konstantin Zhar,935.2,Grimmsnarl+Froslass,Grimmsnarl,1,0,144
Ogerpon,55565273,102153521,1q,,Grimmsnarl+Froslass,Grimmsnarl,1,0,182
Ogerpon,55565273,102141985,Vibrava,810.6,(other),other,0,0,76
Ogerpon,55565273,102134640,torahirod,497.7,Lucario+Lopunny,other,1,0,116
Ogerpon,55565273,102135851,Pachirisu,,Grimmsnarl+Froslass,Grimmsnarl,1,1,169
Ogerpon,55565273,102130698,Let's PK,887.7,Alakazam,Alakazam,0,1,120
Ogerpon,55565273,102128381,🐱KittenLeague🐱,831.1,Froslass+Starmie+Cinderace,other,0,1,129
Ogerpon,55565273,102116914,david valor,708.1,Lucario,Lucario,1,1,157
Ogerpon,55565273,102104923,Yinzi_Mike,824.7,Grimmsnarl+Froslass,Grimmsnarl,1,0,134
Ogerpon,55565273,102093337,Matsu,880.0,Grimmsnarl+Froslass,Grimmsnarl,1,0,196
Ogerpon,55565273,102081788,David Mashiah,883.6,Grimmsnarl+Froslass,Grimmsnarl,1,0,141
Ogerpon,55565273,102070221,puraza,842.3,Lopunny,Lopunny,0,1,110
Ogerpon,55565273,102058189,mikelou1,833.0,Alakazam,Alakazam,1,0,156
Ogerpon,55565273,102049330,hire me pls,839.2,Grimmsnarl+Froslass,Grimmsnarl,1,0,129
Ogerpon,55565273,102046636,Nqcqlx,415.5,Garchomp,Garchomp,1,1,124
Ogerpon,55565273,102044247,ZeLong Leo,821.3,Alakazam,Alakazam,1,1,196
Ogerpon,55565273,102034587,Zhou Songyu,739.8,Alakazam,Alakazam,0,0,181
Ogerpon,55565273,102022562,chiki-chiki,927.0,Grimmsnarl+Froslass,Grimmsnarl,1,1,144
Ogerpon,55565273,102010975,低消650元任你吃啊,898.4,Alakazam,Alakazam,0,1,179
Ogerpon,55565273,101999434,YangQinwei,587.5,Alakazam,Alakazam,1,1,155
Ogerpon,55565273,101997597,NSK,855.6,Grimmsnarl+Froslass,Grimmsnarl,1,0,127
Ogerpon,55565273,101991143,ozdogant,611.5,Dragapult,Dragapult,1,1,127
Ogerpon,55565273,101979316,Where is my orbit,968.4,Grimmsnarl+Froslass,Grimmsnarl,0,0,132
Ogerpon,55565273,101979601,Maciej Sypetkowski,928.1,Grimmsnarl+Froslass,Grimmsnarl,1,0,132
Ogerpon,55565273,101968033,syouya tobita,948.3,Froslass+Lopunny,Lopunny,0,1,146
Ogerpon,55565273,101956503,Ángel Orenes,402.9,(other),other,1,1,139
Ogerpon,55565273,101949468,Hirotaka Sugawara,833.6,Grimmsnarl+Froslass,Grimmsnarl,1,1,118
Ogerpon,55565273,101950721,Help-Computa,812.9,Lucario+Ogerpon,other,0,0,173
Ogerpon,55565273,101940068,Immutable,471.4,(other),other,1,1,119
Ogerpon,55565273,101926165,atsushi11o7,965.0,Grimmsnarl+Froslass,Grimmsnarl,0,1,120
Ogerpon,55565273,101928482,Sai Syam,734.9,Alakazam,Alakazam,0,1,75
Ogerpon,55565273,101926178,WasabiGas,602.1,Lucario,Lucario,0,1,153
Ogerpon,55565273,101914647,Kaito Fukami,845.6,Grimmsnarl+Froslass,Grimmsnarl,1,0,131
Ogerpon,55565273,101903048,hire me pls,839.2,Grimmsnarl+Froslass,Grimmsnarl,1,0,161
Ogerpon,55565273,101891509,Chengyu Huang,569.5,Grimmsnarl+Froslass,Grimmsnarl,1,1,162
Ogerpon,55565273,101879440,Masatoshi Hidaka,923.8,Grimmsnarl+Froslass,Grimmsnarl,1,0,162
Ogerpon,55565273,101876653,Yan,888.9,Ogerpon,Ogerpon,1,1,135
Ogerpon,55565273,101865101,Blake Mosley,804.5,Alakazam,Alakazam,1,1,184
Ogerpon,55565273,101860679,bin luo1,788.9,Grimmsnarl+Froslass,Grimmsnarl,1,1,146
Ogerpon,55565273,101849102,Jared Floersch,739.0,Alakazam,Alakazam,0,0,180
Ogerpon,55565273,101837098,doctorw,899.2,Grimmsnarl+Froslass,Grimmsnarl,1,1,150
Ogerpon,55565273,101836001,Maciej Sypetkowski,928.1,Grimmsnarl+Froslass,Grimmsnarl,0,0,88
Ogerpon,55565273,101825532,Rare Candy Lab 🍬,923.3,Kangaskhan+Ogerpon,Kangaskhan,0,1,130
Ogerpon,55565273,101813968,flaty,865.3,Garchomp,Garchomp,1,0,155
Ogerpon,55565273,101810233,Help-Computa,812.9,Lucario+Ogerpon,other,0,1,156
Ogerpon,55565273,101803879,manase0,816.1,Grimmsnarl+Froslass,Grimmsnarl,1,1,178
Ogerpon,55565273,101792277,Shizupoke,701.6,Archaludon+Cinderace,Archaludon,0,1,126
Ogerpon,55565273,101792050,Concord_k(食饭master),908.8,Grimmsnarl+Froslass,Grimmsnarl,1,0,194
Ogerpon,55565273,101784431,tc-al,945.5,Ogerpon,Ogerpon,1,0,82
Ogerpon,55565273,101771152,Reinforce Pokemons,924.4,Alakazam,Alakazam,1,1,184
Ogerpon,55565273,101772424,Challengestone,898.8,Alakazam,Alakazam,0,0,158
Ogerpon,55565273,101760789,guruguru000,904.2,Ogerpon,Ogerpon,1,1,127
Ogerpon,55565273,101749164,Furkan Pirinc,685.5,Archaludon+Cinderace,Archaludon,1,1,167
Ogerpon,55565273,101737591,tempjohn,916.0,Kangaskhan+Ogerpon,Kangaskhan,0,1,80
Ogerpon,55565273,101733397,S.Aoki,808.1,Grimmsnarl+Froslass,Grimmsnarl,1,0,149
Ogerpon,55565273,101721801,victorvv,848.2,Grimmsnarl+Froslass,Grimmsnarl,1,0,136
Ogerpon,55565273,101709786,Simon Rüba,829.1,Grimmsnarl+Froslass,Grimmsnarl,1,0,136
Ogerpon,55565273,101698105,iwata hiroki,880.6,(other),other,0,1,158
Ogerpon,55565273,101686536,Royce Smart,916.3,Dragapult,Dragapult,0,0,179
Ogerpon,55565273,101684275,Kaito Fukami,845.6,Grimmsnarl+Froslass,Grimmsnarl,1,0,99
Ogerpon,55565273,101672656,pengyixiang,918.1,Alakazam,Alakazam,0,1,86
Ogerpon,55565273,101660612,Simon Rüba,829.1,Grimmsnarl+Froslass,Grimmsnarl,1,0,95
Ogerpon,55565273,101648111,Watary0927,850.5,Garchomp+Ogerpon,other,0,0,135
Ogerpon,55565273,101649004,Yoshinari Kawashima,684.6,Lucario,Lucario,1,0,134
Ogerpon,55565273,101637390,Amr Yasser,822.9,Grimmsnarl+Froslass,Grimmsnarl,1,1,138
Ogerpon,55565273,101625799,wuyufan,928.2,Grimmsnarl+Froslass,Grimmsnarl,0,1,55
Ogerpon,55565273,101616756,Mazga,809.6,Grimmsnarl+Froslass,Grimmsnarl,1,0,154
Ogerpon,55565273,101604736,mitsuki,782.4,Alakazam,Alakazam,0,1,107
Ogerpon,55565273,101593186,keiz,884.1,Ogerpon,Ogerpon,1,1,148
Ogerpon,55565273,101590560,Dapp,774.9,Alakazam,Alakazam,1,0,179
Ogerpon,55565273,101590846,zzholo,916.7,Ogerpon,Ogerpon,0,0,185
Ogerpon,55565273,101578989,LinZihanAdam,830.6,Grimmsnarl+Froslass,Grimmsnarl,1,1,153
Ogerpon,55565273,101566975,波力海苔,824.2,Grimmsnarl+Froslass,Grimmsnarl,1,0,147
Ogerpon,55565273,101555367,chatgpt-5.7,814.0,Grimmsnarl+Froslass,Grimmsnarl,1,1,148
Ogerpon,55565273,101552962,Blacklions.,878.7,Grimmsnarl+Froslass,Grimmsnarl,1,1,133
Ogerpon,55565273,101541383,Linguist Wants Tech,866.5,Grimmsnarl+Froslass,Grimmsnarl,1,1,181
Ogerpon,55565273,101535283,Takaaki Matsuda,912.6,Ogerpon,Ogerpon,1,1,49
Ogerpon,55565273,101523726,kiyomiya-k,942.6,Ogerpon,Ogerpon,1,1,101
Ogerpon,55565273,101521293,JosephMontana,772.9,Archaludon+Cinderace,Archaludon,0,1,147
Ogerpon,55565273,101521405,f_u,834.8,Grimmsnarl+Froslass,Grimmsnarl,1,1,177
Ogerpon,55565273,101509827,실험용생쥐,772.0,Alakazam,Alakazam,1,1,167
Ogerpon,55565273,101509537,Junhua Yang,851.4,Grimmsnarl+Froslass,Grimmsnarl,1,1,177
Ogerpon,55565273,101501285,ancientLuck,801.5,Grimmsnarl+Froslass,Grimmsnarl,1,0,120
Ogerpon,55565273,101496306,Kensuke Kurita,799.5,Lucario,Lucario,0,0,119
Ogerpon,55565273,101484260,EUGENEYEUNG,912.9,Grimmsnarl+Froslass,Grimmsnarl,1,0,152
Ogerpon,55565273,101474534,蚌埠住了,,Alakazam,Alakazam,0,1,121
Ogerpon,55565273,101467055,kurushun,795.1,Grimmsnarl+Froslass,Grimmsnarl,1,0,143
Ogerpon,55565273,101455032,Yoshihiko Suzuki,864.9,Froslass+Lopunny,Lopunny,0,1,163
Ogerpon,55565273,101453759,Te Bus,766.7,Archaludon+Cinderace,Archaludon,0,0,99
Ogerpon,55565273,101441758,Manish Swami,823.2,Grimmsnarl+Froslass,Grimmsnarl,0,1,153
Ogerpon,55565273,101430189,himatani,885.7,(other),other,0,1,128
Ogerpon,55565273,101429485,Apex Blue,791.2,Kangaskhan,Kangaskhan,0,0,132
Ogerpon,55565273,101417898,sleeper,775.3,Lucario,Lucario,1,1,176
Ogerpon,55565273,101416273,Capitaalgain,829.8,Dragapult,Dragapult,0,1,154
Ogerpon,55565273,101404694,RamenBoy,794.2,Lopunny,Lopunny,0,1,184
Ogerpon,55565273,101392671,Pioneer 2,813.2,Grimmsnarl+Froslass,Grimmsnarl,1,0,133
Ogerpon,55565273,101380989,sukeke,834.5,Grimmsnarl+Froslass,Grimmsnarl,1,1,155
Ogerpon,55565273,101369435,yomogi mochi,728.4,Froslass+Starmie,other,1,1,147
Ogerpon,55565273,101364488,Team DTK,248.4,(other),other,1,0,36
Ogerpon,55565273,101352483,kurikuri54,704.6,Grimmsnarl+Froslass,Grimmsnarl,1,0,142
Ogerpon,55565273,101346973,yasu,818.2,Grimmsnarl+Froslass,Grimmsnarl,1,1,169
Ogerpon,55565273,101344311,Omniscience,722.9,Dragapult,Dragapult,0,1,150
Ogerpon,55565273,101332283,wycwbkmgs,838.3,Grimmsnarl+Froslass,Grimmsnarl,1,0,168
Ogerpon,55565273,101325816,Gijs Smit,970.0,Froslass+Lopunny,Lopunny,0,0,124
Ogerpon,55565273,101314273,sue124,805.6,Grimmsnarl+Froslass,Grimmsnarl,1,0,141
Ogerpon,55565273,101302683,hatata,929.8,Ogerpon,Ogerpon,0,1,130
Ogerpon,55565273,101301149,车嘉宁（Mr-Car）,695.9,Archaludon+Cinderace,Archaludon,0,1,123
Ogerpon,55565273,101300968,Priestess,964.7,Kangaskhan+Ogerpon,Kangaskhan,0,0,122
Ogerpon,55565273,101289379,Igor V,845.5,Grimmsnarl+Froslass,Grimmsnarl,1,0,174
Ogerpon,55565273,101280795,mushikera,844.9,Grimmsnarl+Froslass,Grimmsnarl,1,0,156
Ogerpon,55565273,101269234,rmoooi,824.9,Ogerpon,Ogerpon,0,1,163
Ogerpon,55565273,101269071,Jonathan Donham,960.1,Kangaskhan,Kangaskhan,0,1,139
Ogerpon,55565273,101257487,nasubii,680.9,Froslass+Lopunny,Lopunny,0,0,90
Ogerpon,55565273,101257236,POKEDEMIA_ISSEI,793.5,Dragapult,Dragapult,1,1,205
Ogerpon,55565273,101245662,alexstatyg,,Grimmsnarl+Froslass,Grimmsnarl,1,0,186
Ogerpon,55565273,101241474,Hirotaka Sugawara,833.6,Grimmsnarl+Froslass,Grimmsnarl,1,1,124
Ogerpon,55565273,101242520,antimaterial,726.7,Alakazam,Alakazam,0,1,160
Ogerpon,55565273,101230669,tomo11111,816.4,Lucario,Lucario,0,0,160
Ogerpon,55565273,101218802,neuro168,960.9,Froslass+Lopunny,Lopunny,0,0,121
Ogerpon,55565273,101217234,ttmn,997.6,(other),other,0,1,162
Ogerpon,55565273,101210312,Gijs Smit,970.0,(other),other,0,1,139
Ogerpon,55565273,101198496,Pika-Zard,882.6,Grimmsnarl+Froslass,Grimmsnarl,1,0,164
Ogerpon,55565273,101186675,Handudu,800.6,Grimmsnarl+Froslass,Grimmsnarl,0,1,93
Ogerpon,55565273,101184487,pepe,845.7,Archaludon+Cinderace,Archaludon,1,0,150
Ogerpon,55565273,101172730,stnick,978.2,Ogerpon,Ogerpon,0,1,117
Ogerpon,55565273,101171666,NecromanAlbert,788.1,Archaludon+Cinderace,Archaludon,1,1,153
Ogerpon,55565273,101171625,aki,887.8,Grimmsnarl+Froslass,Grimmsnarl,1,1,123
Ogerpon,55565273,101165019,Umataro Tenma,919.1,Alakazam,Alakazam,0,1,89
Ogerpon,55565273,101155470,mealck,912.7,Alakazam,Alakazam,0,0,162
Ogerpon,55565273,101154817,bynpywm,788.1,Alakazam,Alakazam,1,0,178
Ogerpon,55565273,101152766,KatR,999.2,Dragapult,Dragapult,0,0,206
Ogerpon,55565273,101150246,Yinzi_Mike,824.7,Grimmsnarl+Froslass,Grimmsnarl,1,0,223
Ogerpon,55565273,101137964,Blu3s & Ausrine,871.1,Alakazam,Alakazam,0,0,104
Ogerpon,55565273,101126143,kings,853.9,Grimmsnarl+Froslass,Grimmsnarl,1,0,153
Ogerpon,55565273,101114985,Peng Wang,872.1,Ogerpon,Ogerpon,1,1,52
Ogerpon,55565273,101111877,philip next,899.3,Grimmsnarl+Froslass,Grimmsnarl,1,0,184
Ogerpon,55565273,101103142,Erik van de Ven,894.1,Alakazam,Alakazam,0,0,66
Ogerpon,55565273,101101397,LagrangianLocomotive,769.4,Dragapult,Dragapult,0,0,147
Ogerpon,55565273,101089575,Takumu Hata,781.5,Alakazam,Alakazam,1,1,204
Ogerpon,55565273,101080072,seven,926.5,Lucario,Lucario,0,1,107
Ogerpon,55565273,101068086,htatsumi,791.3,Grimmsnarl+Froslass,Grimmsnarl,1,0,147
Ogerpon,55565273,101057971,Teolian,886.6,Grimmsnarl+Froslass,Grimmsnarl,1,1,161
Ogerpon,55565273,101046112,MahLong,884.3,Alakazam,Alakazam,0,1,131
Ogerpon,55565273,101034302,Andreas Palmgren,882.8,Alakazam,Alakazam,1,0,200
Ogerpon,55565273,101022550,keita,920.4,Alakazam,Alakazam,0,0,167
Ogerpon,55565273,101010214,yukiyuti,789.0,Dragapult,Dragapult,1,0,181
Ogerpon,55565273,100997867,Kusanagi,970.9,Alakazam,Alakazam,0,1,137
Ogerpon,55565273,100998338,Amr Yasser,822.9,Grimmsnarl+Froslass,Grimmsnarl,1,0,151
Ogerpon,55565273,100988269,Jose Coronel,934.4,Ogerpon,Ogerpon,0,1,79
Ogerpon,55565273,100975956,Roy Lo TW,881.2,Ogerpon,Ogerpon,0,1,144
Ogerpon,55565273,100964125,Changye Li,799.6,Grimmsnarl+Froslass,Grimmsnarl,1,1,152
Ogerpon,55565273,100952848,Andreas Palmgren,882.8,Alakazam,Alakazam,1,0,158
Ogerpon,55565273,100942973,Roman Stupin,1041.9,Alakazam,Alakazam,0,1,70
Ogerpon,55565273,100938277,Adam Radziwanowski,698.5,Archaludon+Cinderace,Archaludon,1,1,128
Ogerpon,55565273,100926445,電気通信ポケモン大学,795.6,Alakazam,Alakazam,0,0,180
Ogerpon,55565273,100922720,nishiki,811.0,Grimmsnarl+Froslass,Grimmsnarl,1,1,165
Ogerpon,55565273,100918277,AMOONGUSS,915.0,Kangaskhan,Kangaskhan,0,1,163
Ogerpon,55565273,100906458,Changye Li,799.6,Grimmsnarl+Froslass,Grimmsnarl,0,1,175
Ogerpon,55565273,100906320,Stellaris123,790.9,Grimmsnarl+Froslass,Grimmsnarl,1,0,158
Ogerpon,55565273,100894632,SQUIRTLE (prime),1042.5,Dragapult,Dragapult,0,0,141
Ogerpon,55565273,100893738,tetsu2131,961.7,Kangaskhan+Ogerpon,Kangaskhan,0,1,130
Ogerpon,55565273,100881909,齐乐,1040.9,Alakazam,Alakazam,0,0,101
Ogerpon,55565273,100870069,【ＡＩと共に、ＡＩと戦う】tubotu,914.0,(other),other,0,0,130
Ogerpon,55565273,100869603,Jonathan Simone,834.0,Grimmsnarl+Froslass,Grimmsnarl,1,0,145
Ogerpon,55565273,100858278,Hitoshi Mochizuki,849.9,Grimmsnarl+Froslass,Grimmsnarl,1,1,148
Ogerpon,55565273,100846476,K_daisuke,801.8,Grimmsnarl+Froslass,Grimmsnarl,1,1,180
Ogerpon,55565273,100834168,iwata hiroki,880.6,(other),other,1,0,154
Ogerpon,55565273,100822331,UBI=ISHI,877.1,Ogerpon,Ogerpon,0,1,121
Ogerpon,55565273,100820503,Vermillion City Pikachu,929.4,Kangaskhan,Kangaskhan,0,0,125
Ogerpon,55565273,100814537,kawhi0.0,903.2,Grimmsnarl+Froslass,Grimmsnarl,0,1,70
Ogerpon,55565273,100802227,maximo lorenzo y losada,762.7,Grimmsnarl+Froslass,Grimmsnarl,1,0,126
Ogerpon,55565273,100790376,Ant,980.9,Dragapult,Dragapult,1,0,178
Ogerpon,55565273,100778563,ヌメルゴンex,899.9,Dragapult,Dragapult,0,1,198
Ogerpon,55565273,100766785,Prism,953.1,Kangaskhan,Kangaskhan,0,0,155
Ogerpon,55565273,100764360,Andreas Palmgren,882.8,Alakazam,Alakazam,1,1,166
Ogerpon,55565273,100759884,Pokopia,972.8,Grimmsnarl+Froslass,Grimmsnarl,1,0,170
Ogerpon,55565273,100747543,Rare Candy Lab 🍬,923.3,Ogerpon,Ogerpon,0,1,108
Ogerpon,55565273,100744098,PKMN Trainers L & Brando,887.4,Ogerpon,Ogerpon,0,1,65
Ogerpon,55565273,100732269,VUYAKA NAVIN KUMAR ,744.4,Lucario,Lucario,1,0,139
Ogerpon,55565273,100719968,kirito83,902.2,Dragapult,Dragapult,0,0,208
Ogerpon,55565273,100708103,atpmara,583.3,Lucario,Lucario,1,0,70
Ogerpon,55565273,100700355,Deck.csv,860.8,Alakazam,Alakazam,0,0,166
Ogerpon,55565273,100687979,Reinforce Pokemons,924.4,Alakazam,Alakazam,1,0,155
Ogerpon,55565273,100679289,togakyo,939.5,Alakazam,Alakazam,0,1,106
Ogerpon,55565273,100674027,藤田　佑,838.3,Grimmsnarl+Froslass,Grimmsnarl,1,1,123
Ogerpon,55565273,100671061,Yanis Belami,783.3,Grimmsnarl+Froslass,Grimmsnarl,1,0,139
Ogerpon,55565273,100658744,atsushi11o7,965.0,Grimmsnarl+Froslass,Grimmsnarl,1,1,164
Ogerpon,55565273,100658063,Mahog,958.6,Grimmsnarl+Froslass,Grimmsnarl,0,0,160
Ogerpon,55565273,100646863,andayougui,719.1,Lucario,Lucario,0,1,168
Ogerpon,55565273,100635040,cornwall,814.5,Grimmsnarl+Froslass,Grimmsnarl,1,0,37
Ogerpon,55565273,100623198,董子廉（六道仙尊）,462.6,Grimmsnarl,Grimmsnarl,1,1,121
Ogerpon,55565273,100618952,Kun Zhang,832.9,Grimmsnarl+Froslass,Grimmsnarl,1,0,140
Ogerpon,55565273,100607137,Samrish B,769.6,Grimmsnarl+Froslass,Grimmsnarl,1,0,168
Ogerpon,55565273,100594811,Slopémon,980.1,Kangaskhan+Ogerpon,Kangaskhan,0,0,133
Ogerpon,55565273,100584907,Dueye,828.6,Grimmsnarl+Froslass,Grimmsnarl,0,1,89
Ogerpon,55565273,100582874,pztriatomic,916.5,Alakazam,Alakazam,0,0,97
Ogerpon,55565273,100580690,李BCDEFGA,826.4,Alakazam,Alakazam,0,1,126
Ogerpon,55565273,100580063,What Lucario,944.9,Kangaskhan,Kangaskhan,0,1,145
Ogerpon,55565273,100570823,J.Moriuchi,931.3,Dragapult,Dragapult,0,0,225
Ogerpon,55565273,100559012,Mega Regigigas,986.0,(other),other,1,0,149
Ogerpon,55565273,100556668,monsaraida,849.1,Alakazam,Alakazam,0,0,181
Ogerpon,55565273,100552431,kentaro_kato,1006.7,Kangaskhan+Ogerpon,Kangaskhan,0,0,144
Ogerpon,55565273,100545680,kkanayj,981.2,Froslass+Lopunny,Lopunny,1,1,130
Ogerpon,55565273,100538466,"kenkoooo @ estie, inc.",974.7,Alakazam,Alakazam,0,1,114
Ogerpon,55565273,100538870,Pokkén,926.3,Dragapult,Dragapult,0,0,59
Ogerpon,55565273,100536366,Orin,894.9,Garchomp,Garchomp,1,1,152
Ogerpon,55565273,100534280,beeyan,945.3,Kangaskhan,Kangaskhan,0,0,50
Ogerpon,55565273,100530488,No.3,854.4,Grimmsnarl+Froslass,Grimmsnarl,1,0,172
Ogerpon,55565273,100522795,itsuki-data,826.3,Alakazam,Alakazam,0,0,144
Ogerpon,55565273,100521565,Ryan Shan,783.1,Grimmsnarl+Froslass,Grimmsnarl,1,1,184
Ogerpon,55565273,100511736,Latte,911.6,Kangaskhan,Kangaskhan,0,0,121
Ogerpon,55565273,100510175,Shinichiro Yoshida,772.9,Grimmsnarl,Grimmsnarl,1,0,119
Ogerpon,55565273,100508742,clora,991.9,Froslass+Lopunny,Lopunny,0,0,143
Ogerpon,55565273,100496424,Pascal Pfeiffer,872.7,Garchomp,Garchomp,0,0,136
Ogerpon,55565273,100484541,MIRAI LAB,844.2,Grimmsnarl+Froslass,Grimmsnarl,1,1,173
Ogerpon,55565273,100472706,Mew World Order,1027.6,Dragapult,Dragapult,0,1,136
Ogerpon,55565273,100461013,S.Aoki,808.1,Grimmsnarl+Froslass,Grimmsnarl,1,0,129
Ogerpon,55565273,100456755,PikaBoom,939.7,Kangaskhan,Kangaskhan,0,0,140
Ogerpon,55565273,100444913,Otter Vibe,951.9,Kangaskhan,Kangaskhan,0,0,148
Ogerpon,55565273,100439496,keithtyser,963.0,Kangaskhan+Ogerpon,Kangaskhan,0,0,172
Ogerpon,55565273,100438905,yu_w,884.4,Grimmsnarl+Froslass,Grimmsnarl,0,0,198
Ogerpon,55565273,100427636,Team Rot-Weiß,991.5,Alakazam,Alakazam,0,0,114
Ogerpon,55565273,100415873,T.Suzuki,899.2,(other),other,0,1,138
Ogerpon,55565273,100404043,kkanayj,981.2,Froslass+Lopunny,Lopunny,0,0,113
Ogerpon,55565273,100391722,Magikarp,919.2,Froslass+Starmie+Cinderace+Ogerpon,other,0,0,157
Ogerpon,55565273,100390783,🫣🤧,973.9,Froslass+Lopunny,Lopunny,1,0,124
Ogerpon,55565273,100386689,togakyo,939.5,Alakazam,Alakazam,1,0,182
Ogerpon,55565273,100374917,Fususu,836.2,Grimmsnarl+Froslass,Grimmsnarl,1,1,155
Ogerpon,55565273,100363064,GPT-5.6 Sol🏆,971.0,Grimmsnarl+Froslass,Grimmsnarl,1,0,165
Ogerpon,55565273,100350787,ttmn,997.6,(other),other,1,1,39
Ogerpon,55565273,100338980,Meghana284,1006.6,Lucario,Lucario,0,0,124
Ogerpon,55565273,100330406,LaM,932.1,Alakazam,Alakazam,0,1,51
Ogerpon,55565273,100328639,Octavi Grau,992.6,Garchomp,Garchomp,1,0,121
Ogerpon,55565273,100318550,AZM,786.6,Grimmsnarl+Froslass,Grimmsnarl,1,0,142
Ogerpon,55565273,100306768,Leonardo Viola10,900.4,Grimmsnarl+Froslass,Grimmsnarl,1,0,151
Ogerpon,55565273,100304398,no_wonderr,692.4,Lucario,Lucario,1,0,155
Ogerpon,55565273,100295794,Zhu Liang,968.0,Kangaskhan+Ogerpon,Kangaskhan,0,0,131
Ogerpon,55565273,100290192,redblackbst,967.3,Grimmsnarl+Froslass,Grimmsnarl,1,1,153
Ogerpon,55565273,100280798,SoundSourceSeparation,884.7,Ogerpon,Ogerpon,1,1,133
Ogerpon,55565273,100275703,Challengestone,898.8,Alakazam,Alakazam,1,0,162
Ogerpon,55565273,100274718,pztriatomic,916.5,Alakazam,Alakazam,1,0,163
Ogerpon,55565273,100269756,Nghia Tran + ketchum alt,956.8,Ogerpon,Ogerpon,0,1,122
Ogerpon,55565273,100264985,Powerful Hand Club,892.1,Alakazam,Alakazam,0,1,143
Ogerpon,55565273,100263320,Charmander & Meowth,995.0,Froslass+Lopunny,Lopunny,0,0,110
Ogerpon,55565273,100254134,shg195,855.3,(other),other,1,0,121
Ogerpon,55565273,100245112,Nicolai Johannesen 73,741.0,Alakazam,Alakazam,0,0,132
Ogerpon,55565273,100233293,neibyr,922.4,Grimmsnarl+Froslass,Grimmsnarl,1,0,131
Ogerpon,55565273,100221018,PPO is useless,800.1,Grimmsnarl+Froslass,Grimmsnarl,1,1,150
Ogerpon,55565273,100218378,Andrew9603,868.7,Grimmsnarl+Froslass,Grimmsnarl,1,0,83
Ogerpon,55565273,100217457,Otter Vibe,951.9,Kangaskhan,Kangaskhan,0,0,153
Ogerpon,55565273,100213698,yu9824,950.8,Ogerpon,Ogerpon,0,0,106
Ogerpon,55565273,100201884,GPT-5.6 Sol🏆,971.0,Grimmsnarl+Froslass,Grimmsnarl,1,1,128
Ogerpon,55565273,100201846,monisoi,922.8,(other),other,1,0,139
Ogerpon,55565273,100190033,ドラパルド使わない同盟,906.4,Froslass+Lopunny,Lopunny,0,1,31
Ogerpon,55565273,100185496,Julian,830.5,Grimmsnarl+Froslass,Grimmsnarl,1,0,145
Ogerpon,55565273,100177697,tokimashita,969.7,Froslass+Lopunny,Lopunny,0,1,116
Ogerpon,55565273,100172335,Concord_k(食饭master),908.8,Grimmsnarl+Froslass,Grimmsnarl,1,0,143
Ogerpon,55565273,100160491,Ziyang Luo,900.3,Ogerpon,Ogerpon,1,0,142
Ogerpon,55565273,100148172,Eamonn Kashyap,928.1,Kangaskhan,Kangaskhan,0,1,143
Ogerpon,55565273,100140179,gemelom,881.8,Kangaskhan,Kangaskhan,0,1,122
Ogerpon,55565273,100132175,Matthew Blake Ward,153.3,Alakazam+Froslass,other,1,0,106
Ogerpon,55565273,100124448,works.management,584.3,Lucario,Lucario,1,1,106
Ogerpon,55565273,100112607,DavidFreelan,1016.4,Froslass+Lopunny,Lopunny,0,0,50
Ogerpon,55565273,100107005,Slopémon,980.1,Ogerpon,Ogerpon,0,1,115
Ogerpon,55565273,100095375,Louis & Emile,1037.4,Ogerpon,Ogerpon,0,0,122
Ogerpon,55565273,100083518,yuji y,911.9,Grimmsnarl+Froslass,Grimmsnarl,1,1,170
Ogerpon,55565273,100081583,Seho.Connect,896.4,Garchomp,Garchomp,1,0,163
Ogerpon,55565273,100071465,soraemon,957.0,Froslass+Lopunny,Lopunny,0,1,162
Ogerpon,55565273,100068135,tedo,936.2,Kangaskhan+Ogerpon,Kangaskhan,0,0,140
